yearstart,yearend,locationabbr,locationdesc,datasource,topic,question,response,datavalueunit,datavaluetypeid,datavaluetype,datavalue,datavaluealt,datavaluefootnotesymbol,datavaluefootnote,lowconfidencelimit,highconfidencelimit,stratificationcategory1,stratification1,stratificationcategory2,stratification2,stratificationcategory3,stratification3,geolocation,topicid,questionid,responseid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,stratificationcategoryid3,stratificationid3
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,39.4,39.4,,,37,41.8,Gender,Female,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENF,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,34,34,,,31.9,36.1,Gender,Female,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENF,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,36.8,36.8,,,35,38.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,WHT,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,31.1,31.1,,,29.4,32.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,WHT,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,33.8,33.8,,,26.7,41.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,BLK,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,32.5,32.5,,,27.2,38.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,BLK,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,18.2,18.2,,,13.6,23.8,Race/Ethnicity,Hispanic,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,HIS,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,27.1,27.1,,,22.1,32.9,Race/Ethnicity,Hispanic,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,HIS,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,31.4,31.4,,,21.3,43.7,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,OTH,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,35.2,35.2,,,25.7,46.1,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,OTH,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,42.6,42.6,,,31.2,54.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,MRC,,,,
2014,2014,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,41.7,41.7,,,33.2,50.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,MRC,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,32.2,32.2,,,31,33.6,Overall,Overall,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,OVERALL,OVR,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,29.1,29.1,,,28,30.3,Overall,Overall,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,OVERALL,OVR,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,28.4,28.4,,,26.6,30.3,Gender,Male,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENM,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,26,26,,,24.3,27.7,Gender,Male,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENM,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,36.4,36.4,,,34.5,38.3,Gender,Female,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENF,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,32.6,32.6,,,31,34.3,Gender,Female,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,GENDER,GENF,,,,
2014,2014,PR,Puerto Rico,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,22.3,22.3,,,18.5,26.6,Gender,Male,,,,,POINT(-66.590149 18.220833),ART,ART1_2,,72,GENDER,GENM,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,34.3,34.3,,,32.8,35.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,WHT,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,29.9,29.9,,,28.6,31.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,WHT,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,33.1,33.1,,,27.5,39.2,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,BLK,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,32.6,32.6,,,27.9,37.7,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,BLK,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,11.2,11.2,,,8.4,14.9,Race/Ethnicity,Hispanic,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,HIS,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,15.2,15.2,,,11.1,20.5,Race/Ethnicity,Hispanic,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,HIS,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,44.6,44.6,,,34.5,55,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,OTH,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,39.1,39.1,,,30.8,48.2,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,OTH,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,35.1,35.1,,,25.5,46.1,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,MRC,,,,
2013,2013,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,41,41,,,33.4,49.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,RACE,MRC,,,,
2012,2012,KS,Kansas,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,32.3,32.3,,,30.3,34.2,Overall,Overall,,,,,POINT(-98.20078122699965 38.34774030000045),ART,ART1_2,,20,OVERALL,OVR,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,43.9,43.9,,,41.3,46.7,Overall,Overall,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,OVERALL,OVR,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,39.3,39.3,,,36.6,42.1,Overall,Overall,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,OVERALL,OVR,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,41.1,41.1,,,37.2,45.3,Gender,Male,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,GENDER,GENM,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,37.5,37.5,,,33.5,41.8,Gender,Male,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,GENDER,GENM,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,47.1,47.1,,,43.6,50.7,Gender,Female,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,GENDER,GENF,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,41.3,41.3,,,38,44.8,Gender,Female,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,GENDER,GENF,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,44.1,44.1,,,41.3,46.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,WHT,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,38.8,38.8,,,35.9,41.8,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,WHT,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,43.1,43.1,,,32.5,54.4,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,BLK,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,41.8,41.8,,,34.2,49.9,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,BLK,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,HIS,,,,
2012,2012,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,45.9,45.9,,,43.3,48.5,Overall,Overall,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,OVERALL,OVR,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,HIS,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,OTH,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,OTH,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,54.5,54.5,,,29.1,77.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,MRC,,,,
2014,2014,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,43.6,43.6,,,30.2,58,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,21,RACE,MRC,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,43.6,43.6,,,41.1,46.1,Overall,Overall,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,OVERALL,OVR,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,38.4,38.4,,,36.2,40.7,Overall,Overall,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,OVERALL,OVR,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,39.2,39.2,,,35.7,42.9,Gender,Male,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,GENDER,GENM,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,34.1,34.1,,,31.1,37.2,Gender,Male,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,GENDER,GENM,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,48.1,48.1,,,44.6,51.5,Gender,Female,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,GENDER,GENF,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,42.9,42.9,,,39.6,46.1,Gender,Female,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,GENDER,GENF,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,44.5,44.5,,,41.9,47,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,WHT,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,38.9,38.9,,,36.5,41.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,WHT,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,35.5,35.5,,,26.9,45,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,BLK,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,33.9,33.9,,,27.8,40.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,BLK,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,HIS,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,HIS,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,OTH,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,OTH,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,63.2,63.2,,,40.5,81.2,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,MRC,,,,
2013,2013,KY,Kentucky,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,62.7,62.7,,,47.7,75.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,21,RACE,MRC,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,33.4,33.4,,,31.1,35.8,Overall,Overall,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,OVERALL,OVR,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,30.5,30.5,,,28.5,32.6,Overall,Overall,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,OVERALL,OVR,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,27.5,27.5,,,24.2,31.1,Gender,Male,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,GENDER,GENM,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,26.2,26.2,,,23.3,29.4,Gender,Male,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,GENDER,GENM,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,39,39,,,35.9,42.2,Gender,Female,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,GENDER,GENF,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,34.3,34.3,,,31.6,37.1,Gender,Female,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,GENDER,GENF,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,36,36,,,33,39.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,WHT,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,31,31,,,27.9,34.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,WHT,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,30.6,30.6,,,27,34.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,BLK,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,30.9,30.9,,,27.7,34.3,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,BLK,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,HIS,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,15.9,15.9,,,8.7,27.2,Race/Ethnicity,Hispanic,,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,HIS,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,OTH,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,OTH,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,MRC,,,,
2014,2014,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT(-92.44568007099969 31.31266064400046),ART,ART1_2,,22,RACE,MRC,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,30.8,30.8,,,27.9,33.9,Overall,Overall,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,OVERALL,OVR,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,27.5,27.5,,,24.9,30.2,Overall,Overall,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,OVERALL,OVR,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,23.4,23.4,,,19.5,27.9,Gender,Male,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,GENDER,GENM,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,21.5,21.5,,,17.9,25.7,Gender,Male,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,GENDER,GENM,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,37.3,37.3,,,33.3,41.4,Gender,Female,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,GENDER,GENF,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,32.5,32.5,,,29.1,36.2,Gender,Female,,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,GENDER,GENF,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,33.2,33.2,,,29.4,37.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,RACE,WHT,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,AgeAdjPrev,Age-adjusted Prevalence,28.8,28.8,,,25.2,32.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,RACE,WHT,,,,
2013,2013,LA,Louisiana,BRFSS,Arthritis,Arthritis among adults aged >= 18 years who are obese,,%,CrdPrev,Crude Prevalence,28.9,28.9,,,24.3,34,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT(-84.77497104799966 37.645970271000465),ART,ART1_2,,22,RACE,BLK,,,,
