YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.8,36.8,,,31.5,42.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,BLK,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.9,44.9,,,34.5,55.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,MRC,,,,
2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,43.9,43.9,,,36.7,51.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2012,2012,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.1,36.1,,,34.5,37.7,Gender,Male,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,43.5,43.5,,,42.3,44.8,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.3,42.3,,,31.8,53.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,48.3,48.3,,,46.6,49.9,Gender,Female,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2017,2017,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,43.3,43.3,,,41.7,44.9,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2017,2017,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.4,36.4,,,24.8,49.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,MRC,,,,
2020,2020,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.9,42.9,,,35.9,50.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,BLK,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.6,44.6,,,42.9,46.3,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2013,2013,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.5,38.5,,,36.8,40.2,Overall,Overall,,,,,,09,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.1,36.1,,,33.9,38.3,Gender,Male,,,,,,09,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,45.5,45.5,,,44.2,46.8,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2014,2014,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.0,39,,,36.7,41.3,Gender,Male,,,,,,09,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2018,2018,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,30.4,30.4,,,26.7,34.5,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2014,2014,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,31.4,31.4,,,24.2,39.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.1,39.1,,,37.2,41.1,Gender,Male,,,,,,09,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.8,42.8,,,41.1,44.4,Gender,Female,,,,,,08,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,46.0,46,,,35.5,56.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,MRC,,,,
2017,2017,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,48.0,48,,,46.2,49.8,Gender,Female,,,,,,08,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,39.3,39.3,,,37.4,41.2,Gender,Female,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.1,40.1,,,38.7,41.4,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2019,2019,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,41.3,41.3,,,38.4,44.3,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2013,2013,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,49.1,49.1,,,47.6,50.7,Gender,Female,,,,,,08,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,46.5,46.5,,,44.9,48.2,Gender,Female,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2012,2012,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,34.3,34.3,,,27.5,41.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2020,2020,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,53.2,53.2,,,51.4,54.9,Gender,Female,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,49.6,49.6,,,47.7,51.5,Gender,Female,,,,,,08,IMM,IMM1_0,CRDPREV,GENDER,GENF,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,50.2,50.2,,,38.6,61.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.3,44.3,,,42.8,45.8,Overall,Overall,,,,,,09,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.1,38.1,,,36.6,39.6,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2013,2013,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.5,38.5,,,35.5,41.7,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.3,41.3,,,36.9,45.8,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.8,36.8,,,34,39.8,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2014,2014,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.0,44,,,42,46.1,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,53.1,53.1,,,51,55.2,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,48.3,48.3,,,46.7,50,Overall,Overall,,,,,,09,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
2012,2012,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,28.7,28.7,,,16.3,45.3,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2018,2018,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,33.7,33.7,,,22.2,47.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2012,2012,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,41.1,41.1,,,39.8,42.4,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2020,2020,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,52.8,52.8,,,51.4,54.2,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,46.4,46.4,,,39.2,53.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2012,2012,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.3,36.3,,,33.3,39.3,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2012,2012,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.1,40.1,,,38.3,41.9,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.6,36.6,,,35.1,38.2,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2013,2013,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,43.5,43.5,,,41.6,45.3,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.3,40.3,,,38.8,41.9,Gender,Male,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.3,36.3,,,32.8,40,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2020,2020,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,48.7,48.7,,,47.5,49.9,Overall,Overall,,,,,,08,IMM,IMM1_0,AGEADJPREV,OVERALL,OVR,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,38.1,38.1,,,36.6,39.6,Gender,Male,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2017,2017,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.3,41.3,,,34,49,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2014,2014,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,36.2,36.2,,,31.7,40.9,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2019,2019,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.6,38.6,,,29.4,48.8,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.1,42.1,,,35,49.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2011,2011,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.2,42.2,,,40.3,44.1,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,47.8,47.8,,,46.3,49.3,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2019,2019,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,46.4,46.4,,,45.1,47.7,Overall,Overall,,,,,,08,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.0,33,,,26.5,40.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.7,44.7,,,42.5,46.9,Gender,Male,,,,,,09,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2013,2013,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,43.7,43.7,,,37.1,50.6,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2017,2017,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,37.4,37.4,,,33,42.1,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,49.2,49.2,,,42.6,55.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,42.0,42,,,38.2,45.8,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,49.3,49.3,,,42.3,56.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.3,44.3,,,41.4,47.3,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2013,2013,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,31.6,31.6,,,26.2,37.5,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2017,2017,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,48.9,48.9,,,42.5,55.3,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2019,2019,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,54.6,54.6,,,52.9,56.3,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.5,42.5,,,40.7,44.3,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.4,42.4,,,39.7,45.1,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2012,2012,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,38.1,38.1,,,31.2,45.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,45.0,45,,,37.7,52.5,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,51.0,51,,,44.2,57.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,37.4,37.4,,,33.7,41.2,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2017,2017,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,41.3,41.3,,,38,44.7,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2020,2020,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,43.9,43.9,,,41,46.8,Race/Ethnicity,Hispanic,,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2012,2012,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,32.0,32,,,27.4,37,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,HIS,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.3,39.3,,,32.7,46.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2011,2011,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,24.6,24.6,,,19.4,30.6,Race/Ethnicity,Hispanic,,,,,,09,IMM,IMM1_0,CRDPREV,RACE,HIS,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,30.2,30.2,,,23.4,37.9,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2013,2013,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.2,44.2,,,43.1,45.4,Overall,Overall,,,,,,08,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,47.3,47.3,,,39.7,55,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,OTH,,,,
2017,2017,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,48.3,48.3,,,46.7,49.8,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,WHT,,,,
2013,2013,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,39.5,39.5,,,37.9,41.1,Gender,Male,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2017,2017,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,36.4,36.4,,,24.2,50.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,MRC,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,42.5,42.5,,,40.9,44.2,Gender,Female,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,33.2,33.2,,,31.6,34.9,Gender,Male,,,,,,08,IMM,IMM1_0,AGEADJPREV,GENDER,GENM,,,,
2021,2021,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,39.1,39.1,,,33.4,45.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,09,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2011,2011,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,40.0,40,,,37.7,42.2,Gender,Female,,,,,,09,IMM,IMM1_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,44.7,44.7,,,43.3,46.1,Overall,Overall,,,,,,08,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,34.8,34.8,,,33.1,36.5,Race/Ethnicity,"White, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2014,2014,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,44.1,44.1,,,42.7,45.4,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2018,2018,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,30.3,30.3,,,23.1,38.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,08,IMM,IMM1_0,CRDPREV,RACE,BLK,,,,
2016,2016,CT,Connecticut,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,45.8,45.8,,,39,52.8,Race/Ethnicity,"Other, non-Hispanic",,,,,,09,IMM,IMM1_0,AGEADJPREV,RACE,OTH,,,,
2016,2016,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Age-adjusted Prevalence,41.9,41.9,,,40.5,43.2,Race/Ethnicity,"White, non-Hispanic",,,,,,08,IMM,IMM1_0,AGEADJPREV,RACE,WHT,,,,
2012,2012,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,35.4,35.4,,,33.7,37.1,Gender,Male,,,,,,08,IMM,IMM1_0,CRDPREV,GENDER,GENM,,,,
2011,2011,CO,Colorado,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,,%,Crude Prevalence,40.0,40,,,38.8,41.3,Overall,Overall,,,,,,08,IMM,IMM1_0,CRDPREV,OVERALL,OVR,,,,
