YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2020,2020,ME,Maine,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,92.1,92.1,,,89.5,94,Race/Ethnicity,"White, non-Hispanic",,,,,,23,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2011,2011,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,01,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2016,2016,DE,Delaware,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,10,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2018,2018,ND,North Dakota,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,94.7,94.7,,,92,96.6,Race/Ethnicity,"White, non-Hispanic",,,,,,38,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2016,2016,OK,Oklahoma,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,87.4,87.4,,,83.3,90.6,Race/Ethnicity,"White, non-Hispanic",,,,,,40,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2013,2013,CO,Colorado,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,90.9,90.9,,,88.7,92.7,Overall,Overall,,,,,,08,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,MN,Minnesota,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,93.8,93.8,,,79.2,98.4,Race/Ethnicity,Hispanic,,,,,,27,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2012,2012,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,,56,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2020,2020,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,50,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,FL,Florida,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,12,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,KY,Kentucky,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,79.8,79.8,,,62,90.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,21,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2017,2017,SD,South Dakota,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,76.8,76.8,,,66.6,84.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,46,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2019,2019,US,United States,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,87.9,87.9,,,86.6,89.1,Race/Ethnicity,"Black, non-Hispanic",,,,,,59,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2014,2014,DE,Delaware,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,10,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2014,2014,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,,50,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2014,2014,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,,35,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2019,2019,AR,Arkansas,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91,91,,,86.5,94.1,Race/Ethnicity,"White, non-Hispanic",,,,,,05,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2014,2014,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,89.5,89.5,,,84.5,93,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,15,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,AK,Alaska,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,02,RPH,RPH3_0,CRDPREV,RACE,OTH,,,,
2012,2012,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,88.3,88.3,,,86,90.3,Overall,Overall,,,,,,15,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2020,2020,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,88.4,88.4,&,"Less than 60 respondents, interpret with caution",72.4,95.7,Race/Ethnicity,Hispanic,,,,,,56,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2013,2013,OR,Oregon,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,78.3,78.3,,,69,85.4,Race/Ethnicity,American Indian or Alaska Native,,,,,,41,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2013,2013,MA,Massachusetts,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,25,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2016,2016,NH,New Hampshire,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,33,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2020,2020,WI,Wisconsin,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,88.6,88.6,,,86.1,90.7,Overall,Overall,,,,,,55,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2014,2014,PA,Pennsylvania,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,86.9,86.9,,,78.3,92.4,Race/Ethnicity,"Black, non-Hispanic",,,,,,42,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2012,2012,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,85.8,85.8,,,83,88.2,Overall,Overall,,,,,,02,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,89.9,89.9,,,84.2,93.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,02,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2020,2020,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,40,40,,,36.6,43.4,Overall,Overall,,,,,,08,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,CA,California,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,06,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,15,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2014,2014,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,74.9,74.9,,,66.4,81.9,Race/Ethnicity,American Indian or Alaska Native,,,,,,56,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2019,2019,OR,Oregon,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,89.5,89.5,,,85.1,92.7,Race/Ethnicity,"Black, non-Hispanic",,,,,,41,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2012,2012,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,35,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2020,2020,AK,Alaska,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,37.2,37.2,,,24.8,51.6,Race/Ethnicity,Hispanic,,,,,,02,RPH,RPH3_0,CRDPREV,RACE,HIS,,,,
2017,2017,WA,Washington,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,90.2,90.2,,,86.7,92.8,Race/Ethnicity,"White, non-Hispanic",,,,,,53,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2017,2017,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,93.1,93.1,,,90.7,95,Race/Ethnicity,"White, non-Hispanic",,,,,,36,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,WA,Washington,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,90.2,90.2,,,87.9,92.1,Overall,Overall,,,,,,53,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,ND,North Dakota,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,38,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2015,2015,UT,Utah,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,90.1,90.1,,,88.2,91.7,Overall,Overall,,,,,,49,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,PA,Pennsylvania,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,42,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2013,2013,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,94,94,,,89,96.8,Race/Ethnicity,Asian or Pacific Islander,,,,,,36,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2020,2020,MT,Montana,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91.4,91.4,,,88.2,93.8,Race/Ethnicity,"White, non-Hispanic",,,,,,30,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2020,2020,NH,New Hampshire,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,33,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2018,2018,LA,Louisiana,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,22,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2019,2019,AR,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,26.4,26.4,,,15.8,40.5,Race/Ethnicity,Hispanic,,,,,,05,RPH,RPH3_0,CRDPREV,RACE,HIS,,,,
2016,2016,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,92.7,92.7,,,89.3,95,Race/Ethnicity,"White, non-Hispanic",,,,,,35,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2014,2014,NC,North Carolina,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,37,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,NH,New Hampshire,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,33,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2020,2020,ME,Maine,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,23,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2013,2013,WI,Wisconsin,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,97,97,,,91.3,99,Race/Ethnicity,Asian or Pacific Islander,,,,,,55,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2014,2014,MD,Maryland,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91.1,91.1,,,82.5,95.7,Race/Ethnicity,Asian or Pacific Islander,,,,,,24,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2019,2019,MN,Minnesota,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,95,95,,,92.6,96.6,Race/Ethnicity,"White, non-Hispanic",,,,,,27,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2020,2020,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,26.3,26.3,,,17.4,37.8,Race/Ethnicity,Hispanic,,,,,,01,RPH,RPH3_0,CRDPREV,RACE,HIS,,,,
2019,2019,PA,Pennsylvania,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,42,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,AK,Alaska,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,31.8,31.8,,,28.7,35.1,Overall,Overall,,,,,,02,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2020,2020,WI,Wisconsin,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91,91,,,84.6,94.9,Race/Ethnicity,Asian or Pacific Islander,,,,,,55,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2016,2016,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,32.1,32.1,&,"Less than 60 respondents, interpret with caution",16.4,53.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,08,RPH,RPH3_0,CRDPREV,RACE,BLK,,,,
2014,2014,HI,Hawaii,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,15,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2017,2017,WV,West Virginia,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,54,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2018,2018,CT,Connecticut,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,09,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2019,2019,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,36,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2015,2015,TN,Tennessee,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91.1,91.1,,,88.5,93.2,Overall,Overall,,,,,,47,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2016,2016,OK,Oklahoma,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,86.2,86.2,,,83.8,88.4,Overall,Overall,,,,,,40,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,28.6,28.6,,,24.7,32.8,Overall,Overall,,,,,,05,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2020,2020,LA,Louisiana,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,87.7,87.7,,,83.7,90.9,Race/Ethnicity,"Black, non-Hispanic",,,,,,22,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2012,2012,NM,New Mexico,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,,35,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2015,2015,IL,Illinois,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,84.8,84.8,,,79.8,88.8,Race/Ethnicity,Hispanic,,,,,,17,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2018,2018,OK,Oklahoma,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,,40,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2014,2014,TN,Tennessee,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,47,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2014,2014,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91.3,91.3,,,89.7,92.7,Overall,Overall,,,,,,36,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,08,RPH,RPH3_0,CRDPREV,RACE,AIAN,,,,
2019,2019,NC,North Carolina,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,37,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2017,2017,NH,New Hampshire,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,33,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2020,2020,IL,Illinois,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,17,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,CT,Connecticut,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,09,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,UT,Utah,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,49,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2017,2017,LA,Louisiana,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,84.9,84.9,,,82.2,87.3,Overall,Overall,,,,,,22,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2019,2019,VA,Virginia,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,99.1,99.1,&,"Less than 60 respondents, interpret with caution",96.9,99.7,Race/Ethnicity,"Other, non-Hispanic",,,,,,51,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2015,2015,NY,New York,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,77,77,&,"Less than 60 respondents, interpret with caution",54.1,90.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,36,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2012,2012,AK,Alaska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,89.3,89.3,,,85.4,92.2,Race/Ethnicity,"White, non-Hispanic",,,,,,02,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2016,2016,MD,Maryland,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,88.3,88.3,,,76.8,94.5,Race/Ethnicity,Asian or Pacific Islander,,,,,,24,RPH,RPH2_0,CRDPREV,RACE,API,,,,
2015,2015,AR,Arkansas,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,,05,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2012,2012,AK,Alaska,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,37.4,37.4,,,32.4,42.7,Race/Ethnicity,"White, non-Hispanic",,,,,,02,RPH,RPH3_0,CRDPREV,RACE,WHT,,,,
2018,2018,VT,Vermont,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,,50,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2017,2017,MA,Massachusetts,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,25,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2018,2018,PA,Pennsylvania,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,89.6,89.6,,,86.5,92,Race/Ethnicity,"White, non-Hispanic",,,,,,42,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2015,2015,OH,Ohio,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,39,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2018,2018,CO,Colorado,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,08,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2012,2012,NJ,New Jersey,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,34,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2012,2012,MD,Maryland,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,86.5,86.5,,,80.5,90.8,Race/Ethnicity,"Black, non-Hispanic",,,,,,24,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2019,2019,AZ,Arizona,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,04,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2013,2013,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,86.9,86.9,,,80.9,91.2,Race/Ethnicity,"Black, non-Hispanic",,,,,,31,RPH,RPH2_0,CRDPREV,RACE,BLK,,,,
2015,2015,WI,Wisconsin,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,94.4,94.4,,,91.1,96.5,Race/Ethnicity,"White, non-Hispanic",,,,,,55,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2012,2012,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,86.4,86.4,,,72.2,93.9,Race/Ethnicity,Hispanic,,,,,,56,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2016,2016,AZ,Arizona,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,,04,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2020,2020,CO,Colorado,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,08,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,WA,Washington,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,94.1,94.1,,,91,96.2,Race/Ethnicity,"White, non-Hispanic",,,,,,53,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
2019,2019,WY,Wyoming,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,91.8,91.8,,,79.2,97,Race/Ethnicity,Hispanic,,,,,,56,RPH,RPH2_0,CRDPREV,RACE,HIS,,,,
2019,2019,NH,New Hampshire,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,33,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2019,2019,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,92.4,92.4,,,90.5,93.9,Overall,Overall,,,,,,31,RPH,RPH2_0,CRDPREV,OVERALL,OVR,,,,
2018,2018,NE,Nebraska,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,81,81,,,72.5,87.3,Race/Ethnicity,American Indian or Alaska Native,,,,,,31,RPH,RPH2_0,CRDPREV,RACE,AIAN,,,,
2015,2015,CO,Colorado,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,35.7,35.7,,,32.7,38.9,Overall,Overall,,,,,,08,RPH,RPH3_0,CRDPREV,OVERALL,OVR,,,,
2016,2016,MI,Michigan,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,26,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2018,2018,KS,Kansas,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,20,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2013,2013,ME,Maine,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,,23,RPH,RPH2_0,CRDPREV,RACE,OTH,,,,
2017,2017,AL,Alabama,PRAMS,Reproductive Health,Folic acid supplementation,,%,Crude Prevalence,20.9,20.9,,,15.8,27,Race/Ethnicity,"Black, non-Hispanic",,,,,,01,RPH,RPH3_0,CRDPREV,RACE,BLK,,,,
2016,2016,NJ,New Jersey,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,81.5,81.5,&,"Less than 60 respondents, interpret with caution",61.6,92.4,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,,34,RPH,RPH2_0,CRDPREV,RACE,MRC,,,,
2015,2015,MO,Missouri,PRAMS,Reproductive Health,Postpartum checkup,,%,Crude Prevalence,90.1,90.1,,,87.6,92.1,Race/Ethnicity,"White, non-Hispanic",,,,,,29,RPH,RPH2_0,CRDPREV,RACE,WHT,,,,
